end_address,end_lat,end_lon,zip,step
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.60691980000001,-122.3321354,98195.0,9
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6071107,-122.3338507,98195.0,10
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.607654,-122.3338695,98195.0,10
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6076645,-122.339495,98195.0,8
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6083417,-122.3322536,98195.0,12
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6100971,-122.3350631,98195.0,11
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6106084,-122.3339786,98195.0,9
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.61095160000001,-122.3473434,98195.0,13
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6119853,-122.333716,98195.0,9
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6136335,-122.3410064,98195.0,9
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.614221,-122.3380349,98195.0,9
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6180792,-122.3375439,98195.0,15
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.62017119999999,-122.3492968,98195.0,11
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.62511800000001,-122.3488961,98195.0,9
"3800 Montlake Blvd NE, Seattle, WA 98195, USA",47.6251322,-122.3449769,98195.0,11
"3924 Stone Way N, Seattle, WA 98103, USA",47.435593,-122.2930078,98103.0,12
"3924 Stone Way N, Seattle, WA 98103, USA",47.4443233,-122.2953966,98103.0,17
"3924 Stone Way N, Seattle, WA 98103, USA",47.4444704,-122.2913078,98103.0,18
"3924 Stone Way N, Seattle, WA 98103, USA",47.6023223,-122.3378325,98103.0,15
"3924 Stone Way N, Seattle, WA 98103, USA",47.603618,-122.3321673,98103.0,14
"3924 Stone Way N, Seattle, WA 98103, USA",47.6049169,-122.3364675,98103.0,10
"3924 Stone Way N, Seattle, WA 98103, USA",47.6068445,-122.3311121,98103.0,16
"3924 Stone Way N, Seattle, WA 98103, USA",47.60691980000001,-122.3321354,98103.0,13
"3924 Stone Way N, Seattle, WA 98103, USA",47.6071107,-122.3338507,98103.0,14
"3924 Stone Way N, Seattle, WA 98103, USA",47.607654,-122.3338695,98103.0,14
"3924 Stone Way N, Seattle, WA 98103, USA",47.6076645,-122.339495,98103.0,12
"3924 Stone Way N, Seattle, WA 98103, USA",47.6083417,-122.3322536,98103.0,16
"3924 Stone Way N, Seattle, WA 98103, USA",47.6100971,-122.3350631,98103.0,11
"3924 Stone Way N, Seattle, WA 98103, USA",47.6106084,-122.3339786,98103.0,13
"3924 Stone Way N, Seattle, WA 98103, USA",47.61095160000001,-122.3473434,98103.0,12
"3924 Stone Way N, Seattle, WA 98103, USA",47.6119853,-122.333716,98103.0,13
"3924 Stone Way N, Seattle, WA 98103, USA",47.6135347,-122.3388299,98103.0,11
"3924 Stone Way N, Seattle, WA 98103, USA",47.6136335,-122.3410064,98103.0,13
"3924 Stone Way N, Seattle, WA 98103, USA",47.6180792,-122.3375439,98103.0,15
"3924 Stone Way N, Seattle, WA 98103, USA",47.62017119999999,-122.3492968,98103.0,12
"3924 Stone Way N, Seattle, WA 98103, USA",47.6252694,-122.3445728,98103.0,9
"400 Broad St, Seattle, WA 98109, USA",47.239863,-122.4119304,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.3159236,-122.3000278,98109.0,13
"400 Broad St, Seattle, WA 98109, USA",47.41580829999999,-122.2976023,98109.0,19
"400 Broad St, Seattle, WA 98109, USA",47.4259492,-122.2970961,98109.0,17
"400 Broad St, Seattle, WA 98109, USA",47.4264267,-122.2975981,98109.0,13
"400 Broad St, Seattle, WA 98109, USA",47.4327209,-122.2976565,98109.0,13
"400 Broad St, Seattle, WA 98109, USA",47.4354746,-122.2971112,98109.0,15
"400 Broad St, Seattle, WA 98109, USA",47.435593,-122.2930078,98109.0,39
"400 Broad St, Seattle, WA 98109, USA",47.4403712,-122.2952919,98109.0,15
"400 Broad St, Seattle, WA 98109, USA",47.4443233,-122.2953966,98109.0,54
"400 Broad St, Seattle, WA 98109, USA",47.4444704,-122.2913078,98109.0,57
"400 Broad St, Seattle, WA 98109, USA",47.44826279999999,-122.2984349,98109.0,13
"400 Broad St, Seattle, WA 98109, USA",47.4513278,-122.2950592,98109.0,16
"400 Broad St, Seattle, WA 98109, USA",47.4525436,-122.2952177,98109.0,16
"400 Broad St, Seattle, WA 98109, USA",47.45460449999999,-122.2608914,98109.0,15
"400 Broad St, Seattle, WA 98109, USA",47.4599124,-122.2442464,98109.0,13
"400 Broad St, Seattle, WA 98109, USA",47.4633319,-122.2195008,98109.0,19
"400 Broad St, Seattle, WA 98109, USA",47.6023223,-122.3378325,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.603618,-122.3321673,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.6049169,-122.3364675,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.60690719999999,-122.3305959,98109.0,16
"400 Broad St, Seattle, WA 98109, USA",47.60691980000001,-122.3321354,98109.0,12
"400 Broad St, Seattle, WA 98109, USA",47.6071107,-122.3338507,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.6074851,-122.3372604,98109.0,5
"400 Broad St, Seattle, WA 98109, USA",47.607654,-122.3338695,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.6076645,-122.339495,98109.0,12
"400 Broad St, Seattle, WA 98109, USA",47.6083417,-122.3322536,98109.0,18
"400 Broad St, Seattle, WA 98109, USA",47.6095595,-122.3406994,98109.0,7
"400 Broad St, Seattle, WA 98109, USA",47.6100971,-122.3350631,98109.0,12
"400 Broad St, Seattle, WA 98109, USA",47.6106084,-122.3339786,98109.0,16
"400 Broad St, Seattle, WA 98109, USA",47.61095160000001,-122.3473434,98109.0,12
"400 Broad St, Seattle, WA 98109, USA",47.6119853,-122.333716,98109.0,16
"400 Broad St, Seattle, WA 98109, USA",47.6135347,-122.3388299,98109.0,12
"400 Broad St, Seattle, WA 98109, USA",47.6136335,-122.3410064,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.6152935,-122.3339057,98109.0,7
"400 Broad St, Seattle, WA 98109, USA",47.6180792,-122.3375439,98109.0,18
"400 Broad St, Seattle, WA 98109, USA",47.6198476,-122.3488909,98109.0,6
"400 Broad St, Seattle, WA 98109, USA",47.62017119999999,-122.3492968,98109.0,4
"400 Broad St, Seattle, WA 98109, USA",47.6251322,-122.3449769,98109.0,14
"400 Broad St, Seattle, WA 98109, USA",47.6288578,-122.3423083,98109.0,10
"400 Broad St, Seattle, WA 98109, USA",47.6334305,-122.3802634,98109.0,12
"4000 15th Ave NE, Seattle, WA 98195, USA",47.435593,-122.2930078,98195.0,26
"4000 15th Ave NE, Seattle, WA 98195, USA",47.4443233,-122.2953966,98195.0,26
"4000 15th Ave NE, Seattle, WA 98195, USA",47.4444704,-122.2913078,98195.0,30
"4000 15th Ave NE, Seattle, WA 98195, USA",47.44826279999999,-122.2984349,98195.0,11
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6023223,-122.3378325,98195.0,30
"4000 15th Ave NE, Seattle, WA 98195, USA",47.603618,-122.3321673,98195.0,24
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6049169,-122.3364675,98195.0,24
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6068445,-122.3311121,98195.0,28
"4000 15th Ave NE, Seattle, WA 98195, USA",47.60691980000001,-122.3321354,98195.0,22
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6071107,-122.3338507,98195.0,24
"4000 15th Ave NE, Seattle, WA 98195, USA",47.607654,-122.3338695,98195.0,24
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6076645,-122.339495,98195.0,20
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6083417,-122.3322536,98195.0,28
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6100971,-122.3350631,98195.0,26
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6106084,-122.3339786,98195.0,22
"4000 15th Ave NE, Seattle, WA 98195, USA",47.61095160000001,-122.3473434,98195.0,30
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6119853,-122.333716,98195.0,22
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6136335,-122.3410064,98195.0,22
"4000 15th Ave NE, Seattle, WA 98195, USA",47.614221,-122.3380349,98195.0,22
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6180792,-122.3375439,98195.0,34
"4000 15th Ave NE, Seattle, WA 98195, USA",47.62017119999999,-122.3492968,98195.0,26
"4000 15th Ave NE, Seattle, WA 98195, USA",47.62511800000001,-122.3488961,98195.0,33
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6251322,-122.3449769,98195.0,26
"4000 15th Ave NE, Seattle, WA 98195, USA",47.6288578,-122.3423083,98195.0,11
"401 Lenora St, Seattle, WA 98121, USA",47.6071107,-122.3338507,98121.0,6
"401 Lenora St, Seattle, WA 98121, USA",47.6180792,-122.3375439,98121.0,10
"401 Lenora St, Seattle, WA 98121, USA",47.6203244,-122.3436986,98121.0,5
"401 S Jackson St, Seattle, WA 98104, USA",47.44826279999999,-122.2984349,98104.0,11
"401 S Jackson St, Seattle, WA 98104, USA",47.5034071,-122.2051062,98104.0,17
"401 S Jackson St, Seattle, WA 98104, USA",47.6063821,-122.3322283,98104.0,6
"401 S Jackson St, Seattle, WA 98104, USA",47.6069307,-122.3102614,98104.0,8
"401 S Jackson St, Seattle, WA 98104, USA",47.61429649999999,-122.3338692,98104.0,5
"401 S Jackson St, Seattle, WA 98104, USA",47.6155276,-122.3362592,98104.0,9
"401 S Jackson St, Seattle, WA 98104, USA",47.6158818,-122.3368492,98104.0,6
"401 S Jackson St, Seattle, WA 98104, USA",47.6163673,-122.3334655,98104.0,10
"401 S Jackson St, Seattle, WA 98104, USA",47.6173605,-122.3299096,98104.0,10
"401 S Jackson St, Seattle, WA 98104, USA",47.6179699,-122.3101434,98104.0,8
"401 S Jackson St, Seattle, WA 98104, USA",47.6185886,-122.3509134,98104.0,4
"401 S Jackson St, Seattle, WA 98104, USA",47.622129,-122.3358333,98104.0,9
"401 S Jackson St, Seattle, WA 98104, USA",47.6239865,-122.3358271,98104.0,9
"401 S Jackson St, Seattle, WA 98104, USA",47.62695910000001,-122.3323438,98104.0,8
"401 S Jackson St, Seattle, WA 98104, USA",47.6288578,-122.3423083,98104.0,7
"404 S 3rd St, Mt Vernon, WA 98273, USA",48.0917543,-122.1857114,98273.0,10
"4063 Spokane Ln, Seattle, WA 98105, USA",47.435593,-122.2930078,98105.0,14
"4063 Spokane Ln, Seattle, WA 98105, USA",47.4443233,-122.2953966,98105.0,14
"4063 Spokane Ln, Seattle, WA 98105, USA",47.4444704,-122.2913078,98105.0,16
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6023223,-122.3378325,98105.0,16
"4063 Spokane Ln, Seattle, WA 98105, USA",47.603618,-122.3321673,98105.0,13
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6049169,-122.3364675,98105.0,13
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6068445,-122.3311121,98105.0,15
"4063 Spokane Ln, Seattle, WA 98105, USA",47.60691980000001,-122.3321354,98105.0,12
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6071107,-122.3338507,98105.0,13
"4063 Spokane Ln, Seattle, WA 98105, USA",47.607654,-122.3338695,98105.0,13
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6076645,-122.339495,98105.0,11
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6083417,-122.3322536,98105.0,15
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6100971,-122.3350631,98105.0,14
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6106084,-122.3339786,98105.0,12
"4063 Spokane Ln, Seattle, WA 98105, USA",47.61095160000001,-122.3473434,98105.0,16
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6119853,-122.333716,98105.0,12
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6136335,-122.3410064,98105.0,12
"4063 Spokane Ln, Seattle, WA 98105, USA",47.614221,-122.3380349,98105.0,12
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6180792,-122.3375439,98105.0,18
"4063 Spokane Ln, Seattle, WA 98105, USA",47.62017119999999,-122.3492968,98105.0,14
"4063 Spokane Ln, Seattle, WA 98105, USA",47.62511800000001,-122.3488961,98105.0,12
"4063 Spokane Ln, Seattle, WA 98105, USA",47.6252694,-122.3445728,98105.0,17
"411 University St, Seattle, WA 98101, USA",47.4443233,-122.2953966,98101.0,12
"411 University St, Seattle, WA 98101, USA",47.4444704,-122.2913078,98101.0,14
"411 University St, Seattle, WA 98101, USA",47.44826279999999,-122.2984349,98101.0,10
"411 University St, Seattle, WA 98101, USA",47.603618,-122.3321673,98101.0,5
"411 University St, Seattle, WA 98101, USA",47.6049169,-122.3364675,98101.0,4
"411 University St, Seattle, WA 98101, USA",47.6071107,-122.3338507,98101.0,5
"411 University St, Seattle, WA 98101, USA",47.6076645,-122.339495,98101.0,3
"411 University St, Seattle, WA 98101, USA",47.6083417,-122.3322536,98101.0,6
"411 University St, Seattle, WA 98101, USA",47.6100971,-122.3350631,98101.0,4
"411 University St, Seattle, WA 98101, USA",47.61095160000001,-122.3473434,98101.0,6
"411 University St, Seattle, WA 98101, USA",47.6119853,-122.333716,98101.0,5
"411 University St, Seattle, WA 98101, USA",47.6136335,-122.3410064,98101.0,2
"411 University St, Seattle, WA 98101, USA",47.61429649999999,-122.3338692,98101.0,4
"411 University St, Seattle, WA 98101, USA",47.6180792,-122.3375439,98101.0,8
"411 University St, Seattle, WA 98101, USA",47.6185886,-122.3509134,98101.0,3
"411 University St, Seattle, WA 98101, USA",47.62017119999999,-122.3492968,98101.0,4
"411 University St, Seattle, WA 98101, USA",47.6251322,-122.3449769,98101.0,8
"411 University St, Seattle, WA 98101, USA",47.6288578,-122.3423083,98101.0,6
"411 University St, Seattle, WA 98101, USA",47.6334305,-122.3802634,98101.0,10
"415 Cedar St, Seattle, WA 98119, USA",47.435593,-122.2930078,98119.0,12
"415 Cedar St, Seattle, WA 98119, USA",47.4443233,-122.2953966,98119.0,17
"415 Cedar St, Seattle, WA 98119, USA",47.4444704,-122.2913078,98119.0,18
"415 Cedar St, Seattle, WA 98119, USA",47.6023223,-122.3378325,98119.0,8
"415 Cedar St, Seattle, WA 98119, USA",47.603618,-122.3321673,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.6049169,-122.3364675,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.60690719999999,-122.3305959,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.60691980000001,-122.3321354,98119.0,4
"415 Cedar St, Seattle, WA 98119, USA",47.6071107,-122.3338507,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.607654,-122.3338695,98119.0,5
"415 Cedar St, Seattle, WA 98119, USA",47.6076645,-122.339495,98119.0,5
"415 Cedar St, Seattle, WA 98119, USA",47.6083417,-122.3322536,98119.0,7
"415 Cedar St, Seattle, WA 98119, USA",47.6100971,-122.3350631,98119.0,4
"415 Cedar St, Seattle, WA 98119, USA",47.6106084,-122.3339786,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.61095160000001,-122.3473434,98119.0,7
"415 Cedar St, Seattle, WA 98119, USA",47.6119853,-122.333716,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.6135347,-122.3388299,98119.0,4
"415 Cedar St, Seattle, WA 98119, USA",47.6136335,-122.3410064,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.6180792,-122.3375439,98119.0,8
"415 Cedar St, Seattle, WA 98119, USA",47.6185886,-122.3509134,98119.0,4
"415 Cedar St, Seattle, WA 98119, USA",47.62017119999999,-122.3492968,98119.0,6
"415 Cedar St, Seattle, WA 98119, USA",47.6251322,-122.3449769,98119.0,6
"4323 Airport Way S, Seattle, WA 98108, USA",47.44826279999999,-122.2984349,98108.0,11
"4323 Airport Way S, Seattle, WA 98108, USA",47.61429649999999,-122.3338692,98108.0,16
"4323 Airport Way S, Seattle, WA 98108, USA",47.62511800000001,-122.3488961,98108.0,11
"4323 Airport Way S, Seattle, WA 98108, USA",47.6288578,-122.3423083,98108.0,9
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.240286,-122.4112362,98335.0,14
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.3159236,-122.3000278,98335.0,14
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.41580829999999,-122.2976023,98335.0,15
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4259492,-122.2970961,98335.0,15
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4264267,-122.2975981,98335.0,16
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4327209,-122.2976565,98335.0,15
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4354746,-122.2971112,98335.0,14
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.435593,-122.2930078,98335.0,13
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4403712,-122.2952919,98335.0,15
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4443233,-122.2953966,98335.0,14
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4444704,-122.2913078,98335.0,15
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4513278,-122.2950592,98335.0,14
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4525436,-122.2952177,98335.0,14
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.45460449999999,-122.2608914,98335.0,13
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4599124,-122.2442464,98335.0,13
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.4633319,-122.2195008,98335.0,20
"4649 Point Fosdick Dr, Gig Harbor, WA 98335, USA",47.6095595,-122.3406994,98335.0,14
"4720 California Ave SW, Seattle, WA 98116, USA",47.239863,-122.4119304,98116.0,20
"4720 California Ave SW, Seattle, WA 98116, USA",47.3159236,-122.3000278,98116.0,19
"4720 California Ave SW, Seattle, WA 98116, USA",47.41580829999999,-122.2976023,98116.0,20
"4720 California Ave SW, Seattle, WA 98116, USA",47.4259492,-122.2970961,98116.0,20
"4720 California Ave SW, Seattle, WA 98116, USA",47.4264267,-122.2975981,98116.0,16
"4720 California Ave SW, Seattle, WA 98116, USA",47.4327209,-122.2976565,98116.0,16
"4720 California Ave SW, Seattle, WA 98116, USA",47.4354746,-122.2971112,98116.0,20
"4720 California Ave SW, Seattle, WA 98116, USA",47.435593,-122.2930078,98116.0,16
"4720 California Ave SW, Seattle, WA 98116, USA",47.4403712,-122.2952919,98116.0,18
"4720 California Ave SW, Seattle, WA 98116, USA",47.4443233,-122.2953966,98116.0,21
"4720 California Ave SW, Seattle, WA 98116, USA",47.4444704,-122.2913078,98116.0,22
"4720 California Ave SW, Seattle, WA 98116, USA",47.4513278,-122.2950592,98116.0,19
"4720 California Ave SW, Seattle, WA 98116, USA",47.4525436,-122.2952177,98116.0,19
"4720 California Ave SW, Seattle, WA 98116, USA",47.45460449999999,-122.2608914,98116.0,21
"4720 California Ave SW, Seattle, WA 98116, USA",47.4599124,-122.2442464,98116.0,19
"4720 California Ave SW, Seattle, WA 98116, USA",47.4633319,-122.2195008,98116.0,26
"477 Yale Ave N, Seattle, WA 98109, USA",47.44826279999999,-122.2984349,98109.0,9
"477 Yale Ave N, Seattle, WA 98109, USA",47.62511800000001,-122.3488961,98109.0,6
"477 Yale Ave N, Seattle, WA 98109, USA",47.6288578,-122.3423083,98109.0,6
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.44826279999999,-122.2984349,98105.0,15
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6063821,-122.3322283,98105.0,16
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6069307,-122.3102614,98105.0,16
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6150561,-122.3334923,98105.0,16
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6152935,-122.3339057,98105.0,16
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6155276,-122.3362592,98105.0,16
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6158818,-122.3368492,98105.0,16
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6163673,-122.3334655,98105.0,15
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.622129,-122.3358333,98105.0,16
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6237794,-122.3397585,98105.0,15
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.62511800000001,-122.3488961,98105.0,15
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.62695910000001,-122.3323438,98105.0,15
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.6288578,-122.3423083,98105.0,15
"4800 Sand Point Way NE, Seattle, WA 98105, USA",47.9076394,-122.272614,98105.0,18
"500 17th Ave, Seattle, WA 98122, USA",47.44826279999999,-122.2984349,98122.0,14
"500 17th Ave, Seattle, WA 98122, USA",47.6185886,-122.3509134,98122.0,7
"500 17th Ave, Seattle, WA 98122, USA",47.6288578,-122.3423083,98122.0,11
"500 9th Ave N, Seattle, WA 98109, USA",47.44826279999999,-122.2984349,98109.0,8
"500 9th Ave N, Seattle, WA 98109, USA",47.62511800000001,-122.3488961,98109.0,4
"500 9th Ave N, Seattle, WA 98109, USA",47.6288578,-122.3423083,98109.0,4
"500 Boren Ave N, Seattle, WA 98109, USA",47.44826279999999,-122.2984349,98109.0,8
"500 Boren Ave N, Seattle, WA 98109, USA",47.6288578,-122.3423083,98109.0,5
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.44826279999999,-122.2984349,98101.0,10
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.5034071,-122.2051062,98101.0,16
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6063821,-122.3322283,98101.0,4
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6069307,-122.3102614,98101.0,11
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.61429649999999,-122.3338692,98101.0,5
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6155276,-122.3362592,98101.0,5
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6158818,-122.3368492,98101.0,6
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6161953,-122.3413692,98101.0,6
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6163673,-122.3334655,98101.0,6
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.61640449999999,-122.3437112,98101.0,5
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6164103,-122.3397443,98101.0,6
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6181989,-122.3388015,98101.0,7
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6185886,-122.3509134,98101.0,4
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6203819,-122.3384638,98101.0,6
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6215148,-122.3384481,98101.0,6
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.622129,-122.3358333,98101.0,8
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6237794,-122.3397585,98101.0,8
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6239865,-122.3358271,98101.0,8
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.62695910000001,-122.3323438,98101.0,8
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6288578,-122.3423083,98101.0,10
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6334305,-122.3802634,98101.0,11
"500 Pine St Suite 200, Seattle, WA 98101, USA",47.6489043,-122.3504975,98101.0,17
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.435593,-122.2930078,98109.0,13
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.4443233,-122.2953966,98109.0,13
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.4444704,-122.2913078,98109.0,15
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6023223,-122.3378325,98109.0,15
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.603618,-122.3321673,98109.0,12
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6049169,-122.3364675,98109.0,12
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6068445,-122.3311121,98109.0,14
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.60691980000001,-122.3321354,98109.0,11
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6071107,-122.3338507,98109.0,12
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.607654,-122.3338695,98109.0,12
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6076645,-122.339495,98109.0,10
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6083417,-122.3322536,98109.0,9
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6100971,-122.3350631,98109.0,6
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6106084,-122.3339786,98109.0,11
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.61095160000001,-122.3473434,98109.0,11
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6119853,-122.333716,98109.0,11
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6136335,-122.3410064,98109.0,7
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.614221,-122.3380349,98109.0,6
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6180792,-122.3375439,98109.0,11
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.62017119999999,-122.3492968,98109.0,8
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.62511800000001,-122.3488961,98109.0,6
"501 Eastlake Ave E, Seattle, WA 98109, USA",47.6251322,-122.3449769,98109.0,8
"5057 Main St, Tacoma, WA 98407, USA",47.240286,-122.4112362,98407.0,11
"5057 Main St, Tacoma, WA 98407, USA",47.3159236,-122.3000278,98407.0,13
"5057 Main St, Tacoma, WA 98407, USA",47.41580829999999,-122.2976023,98407.0,14
"5057 Main St, Tacoma, WA 98407, USA",47.4259492,-122.2970961,98407.0,14
"5057 Main St, Tacoma, WA 98407, USA",47.4264267,-122.2975981,98407.0,15
"5057 Main St, Tacoma, WA 98407, USA",47.4327209,-122.2976565,98407.0,14
"5057 Main St, Tacoma, WA 98407, USA",47.4354746,-122.2971112,98407.0,13
"5057 Main St, Tacoma, WA 98407, USA",47.435593,-122.2930078,98407.0,12
"5057 Main St, Tacoma, WA 98407, USA",47.4403712,-122.2952919,98407.0,14
"5057 Main St, Tacoma, WA 98407, USA",47.4443233,-122.2953966,98407.0,13
"5057 Main St, Tacoma, WA 98407, USA",47.4444704,-122.2913078,98407.0,14
"5057 Main St, Tacoma, WA 98407, USA",47.4513278,-122.2950592,98407.0,13
"5057 Main St, Tacoma, WA 98407, USA",47.4525436,-122.2952177,98407.0,13
"5057 Main St, Tacoma, WA 98407, USA",47.45460449999999,-122.2608914,98407.0,12
"5057 Main St, Tacoma, WA 98407, USA",47.4599124,-122.2442464,98407.0,12
"5057 Main St, Tacoma, WA 98407, USA",47.4633319,-122.2195008,98407.0,19
"5057 Main St, Tacoma, WA 98407, USA",47.6095595,-122.3406994,98407.0,13
"515 Jefferson St SE, Olympia, WA 98501, USA",47.240286,-122.4112362,98501.0,11
"515 Jefferson St SE, Olympia, WA 98501, USA",47.3159236,-122.3000278,98501.0,11
